,titulo,endereco,preco,quartos,suites,banheiros,vagas,privativos,total,infra,coordenadas,link
46,Apartamento 2 Quartos Centro 59m²,"Rua Joaquim Lopes Corrêa, 239, Centro - Itajaí/SC","R$ 460.000,00",2,1,1,1,59 M2,76 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Porteiro Eletrônico', 'Salão de Festas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9067772, -48.66636440000002&zoom=16",https://maximoveis.com.br/imovel/1797/apartamento-2-quartos-porto-do-sol-residence-centro-itajai/
47,Apartamento 2 Quartos Itaipava 49m²,"Avenida Itaipava, 3820, Itaipava - Itajaí/SC","R$ 220.000,00",2,,1,1,49 M2,53 M2,"['Condomínio Fechado', 'Guarita', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria', 'Quadra de Esportes', 'Quiosque', 'Salão de Festas', 'Segurança Patrimonial', 'Vigilância 24 horas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9450879, -48.7388919&zoom=16",https://maximoveis.com.br/imovel/10021/apartamento-2-quartos-solar-das-araucarias-itaipava-itajai/
48,Apartamento 2 Quartos Itaipava 49m²,"Avenida Itaipava, 3820, Itaipava - Itajaí/SC","R$ 220.000,00",2,,1,1,49 M2,53 M2,"['Condomínio Fechado', 'Guarita', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria', 'Quadra de Esportes', 'Quiosque', 'Salão de Festas', 'Segurança Patrimonial', 'Vigilância 24 horas', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9450879, -48.7388919&zoom=16",https://maximoveis.com.br/imovel/12899/apartamento-2-quartos-solar-das-araucarias-itaipava-itajai/
49,Apartamento 2 Quartos Fazenda 74m²,"Rua Onze De Junho, 309, Fazenda - Itajaí/SC","R$ 1.000.000,00",2,2,3,2,74 M2,102 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Terraço Coletivo', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9226795, -48.65146739999999&zoom=16",https://maximoveis.com.br/imovel/10571/apartamento-2-quartos-you-new-style-fazenda-itajai/
50,Apartamento 2 Quartos São Vicente 55m²,"Rua Israel De Almeida, 248, São Vicente - Itajaí/SC","R$ 370.000,00",2,1,1,1,55 M2,75 M2,"['Elevador', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9136054, -48.70375259999999&zoom=16",https://maximoveis.com.br/imovel/9420/apartamento-2-quartos-ilha-do-mel-sao-vicente-itajai/
51,Apartamento 3 Quartos Fazenda 92m²,"Rua Camboriú, 673, Fazenda - Itajaí/SC","R$ 1.038.600,00",3,1,3,2,92 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Guarita', 'Heliponto', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/2114/apartamento-3-quartos-plaza-gaudi-fazenda-itajai/
52,Apartamento 2 Quartos Fazenda 58m²,"Rodovia Osvaldo Reis, 200, Fazenda - Itajaí/SC","R$ 350.000,00",2,,1,1,58 M2,63 M2,['Salão de Festas'],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.925215, -48.649355000000014&zoom=16",https://maximoveis.com.br/imovel/4521/apartamento-2-quartos-flamboyant-fazenda-itajai/
53,Apartamento 2 Quartos Fazenda 86m²,"Avenida Sete De Setembro, 1657, Fazenda - Itajaí/SC","R$ 990.000,00",2,2,3,1,86 M2,141 M2,"['Bicicletário', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Guarita', 'Interfone', 'Piscina Aquecida', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200291, -48.6532217&zoom=16",https://maximoveis.com.br/imovel/12853/apartamento-2-quartos-fazenda-garden-fazenda-itajai/
54,Apartamento 2 Quartos Murta 46m²,"Rua José Luiz Marcelino, 650, Murta - Itajaí/SC","R$ 265.000,00",2,,1,1,46 M2,54 M2,"['Condomínio Fechado', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.873929, -48.698768&zoom=16",https://maximoveis.com.br/imovel/8690/apartamento-2-quartos-marisanto-murta-itajai/
55,Apartamento 3 Quartos Ressacada 90m²,"Rua Vereador Abílio Otávio Do Canto, 725, Ressacada - Itajaí/SC","R$ 850.000,00",3,1,3,2,90 M2,135 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.929634151632914, -48.673477325131216&zoom=16",https://maximoveis.com.br/imovel/6544/apartamento-3-quartos-ecoville-ressacada-itajai/
56,Apartamento 3 Quartos São Judas 64m²,"Rua Jacó Lamim, 218, São Judas - Itajaí/SC","R$ 533.000,00",3,,2,1,64 M2,84 M2,"['Bicicletário', 'Elevador', 'Gás Central', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9143303, -48.679275&zoom=16",https://maximoveis.com.br/imovel/9306/apartamento-3-quartos-malbec-sao-judas-itajai/
57,Apartamento 3 Quartos Fazenda 133m²,"Rua Cecília Brandão, 35, Fazenda - Itajaí/SC","R$ 1.670.000,00",3,3,4,2,133 M2,177 M2,"['Aquecimento Central', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Sauna Condominial']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9191081, -48.6565174&zoom=16",https://maximoveis.com.br/imovel/12412/apartamento-3-quartos-nob-hill-apartaments-fazenda-itajai/
58,Apartamento 2 Quartos Fazenda 79m²,"Rua Onze De Junho, 233, Fazenda - Itajaí/SC","R$ 750.000,00",2,1,2,1,79 M2,117 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9218338, -48.6511398&zoom=16",https://maximoveis.com.br/imovel/11965/apartamento-2-quartos-opera-club-residence-fazenda-itajai/
59,Apartamento 2 Quartos São Vicente 62m²,"Rua São Vicente, 251, São Vicente - Itajaí/SC","R$ 500.000,00",2,1,2,1,62 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Lavanderia', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Quadra de Tênis', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/8121/apartamento-2-quartos-sao-vicente-home-club-sao-vicente-itajai/
60,Apartamento 3 Quartos Fazenda 111m²,"Rua Telêmaco Pereira Liberato, 145, Fazenda - Itajaí/SC","R$ 1.480.000,00",3,3,4,2,111 M2,192 M2,"['Condomínio Fechado', 'Elevador', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9200216, -48.6526146&zoom=16",https://maximoveis.com.br/imovel/11711/apartamento-3-quartos-maison-d-lourdes-fazenda-itajai/
61,Apartamento 3 Quartos Fazenda 101m²,"Rua Antônio Manoel Moreira, 123, Fazenda - Itajaí/SC","R$ 1.320.500,00",3,1,4,2,101 M2,,"['Aquecimento Central', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.920075, -48.65229499999998&zoom=16",https://maximoveis.com.br/imovel/6099/apartamento-3-quartos-gran-marine-fazenda-itajai/
62,Apartamento 2 Quartos Fazenda 74m²,"Rua Camboriú, 673, Fazenda - Itajaí/SC","R$ 750.100,00",2,1,2,1,74 M2,,"['Brinquedoteca', 'Churrasqueira Condominial', 'Circuito Fechado de TV', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Guarita', 'Heliponto', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Quadra de Esportes', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/5626/apartamento-2-quartos-plaza-gaudi-fazenda-itajai/
63,Apartamento 2 Quartos São Pedro 69m²,"Rua Presidente Nereu Ramos, 157, São Pedro - Navegantes/SC","R$ 480.000,00",2,1,2,2,69 M2,114 M2,"['Elevador', 'Elevador de Serviço', 'Empresa de Monitoramento', 'Interfone', 'Portaria', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']",,https://maximoveis.com.br/imovel/6977/apartamento-2-quartos-villa-florence-sao-pedro-navegantes/
64,Apartamento 2 Quartos Centro 88m²,"Rua Brusque, 815, Centro - Itajaí/SC","R$ 570.000,00",2,2,3,1,88 M2,114 M2,"['Elevador', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.914311, -48.668619&zoom=16",https://maximoveis.com.br/imovel/4453/apartamento-2-quartos-ferrara-centro-itajai/
65,Apartamento 3 Quartos Fazenda 120m²,"Rua Camboriú, 1012, Fazenda - Itajaí/SC","R$ 1.280.000,00",3,1,3,1,120 M2,174 M2,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Estacionamento', 'Guarita', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.916552, -48.654713000000015&zoom=16",https://maximoveis.com.br/imovel/3934/apartamento-3-quartos-areia-branca-fazenda-itajai/
66,Apartamento 2 Quartos Centro 65m²,"Rua José Honório Cardoso, 78, Centro - Navegantes/SC","R$ 390.141,00",2,1,3,1,65 M2,,"['Elevador', 'Estacionamento']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8919264, -48.6509881&zoom=16",https://maximoveis.com.br/imovel/12747/apartamento-2-quartos-residencial-puerto-soleil-centro-navegantes/
67,Apartamento 2 Quartos Cordeiros 51m²,"Rua Galdino De Borba, 284, Cordeiros - Itajaí/SC","R$ 350.000,00",2,,1,1,51 M2,70 M2,"['Condomínio Fechado', 'Elevador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.887616, -48.696452599999986&zoom=16",https://maximoveis.com.br/imovel/3212/apartamento-2-quartos-residencial-aguas-claras-cordeiros-itajai/
68,Apartamento 2 Quartos Centro 72m²,"Rua Juvenal Garcia, 400, Centro - Itajaí/SC","R$ 655.000,00",2,1,2,1,72 M2,,"['Aquecimento Central', 'Bicicletário', 'Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9147098, -48.6655161&zoom=16",https://maximoveis.com.br/imovel/10500/apartamento-2-quartos-maiori-centro-itajai/
69,Apartamento 2 Quartos Itaipava 44m²,"Rua Maria De Souza Gonçalves, 38, Itaipava - Itajaí/SC","R$ 200.000,00",2,,1,1,44 M2,49 M2,"['Churrasqueira Condominial', 'Condomínio Fechado', 'Estacionamento', 'Interfone', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9434091, -48.7474332&zoom=16",https://maximoveis.com.br/imovel/12702/apartamento-2-quartos-luna-bella-itaipava-itajai/
70,Apartamento 4 Quartos Pioneiros 132m²,"Rua José Manir Lucca, 23, Pioneiros - Balneário Camboriú/SC","R$ 1.800.000,00",4,2,5,3,132 M2,244 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Depósito', 'Elevador', 'Elevador de Serviço', 'Empresa de Monitoramento', 'Espaço Gourmet', 'Gás Central', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Spa', 'Zelador']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9693143, -48.6344631&zoom=16",https://maximoveis.com.br/imovel/8720/apartamento-4-quartos-ocean-tower-pioneiros-balneario-camboriu/
71,Apartamento 3 Quartos São Vicente 85m²,"Rua São Vicente, 251, São Vicente - Itajaí/SC","R$ 682.000,00",3,1,2,2,85 M2,,"['Bicicletário', 'Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Lavanderia', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Quadra de Tênis', 'Quiosque', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']",,https://maximoveis.com.br/imovel/8120/apartamento-3-quartos-sao-vicente-home-club-sao-vicente-itajai/
72,Apartamento 3 Quartos Centro 95m²,"Rua Camboriú, 134, Centro - Itajaí/SC","R$ 1.100.000,00",3,1,2,2,95 M2,120 M2,"['Condomínio Fechado', 'Elevador', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.90915954362966, -48.657089586508185&zoom=16",https://maximoveis.com.br/imovel/8003/apartamento-3-quartos-urban-classic-centro-itajai/
73,Apartamento 2 Quartos Centro 72m²,"Rua Tijucas, 335, Centro - Itajaí/SC","R$ 780.000,00",2,2,3,1,72 M2,83 M2,"['Brinquedoteca', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos', 'Sauna Condominial', 'Segurança Patrimonial', 'Spa']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9045897, -48.664679699999965&zoom=16",https://maximoveis.com.br/imovel/5069/apartamento-2-quartos-jardim-das-aguas-centro-itajai/
74,Apartamento 2 Quartos São Pedro 88m²,"Rua 25 De Agosto, 85, São Pedro - Navegantes/SC","R$ 550.000,00",2,1,2,1,88 M2,129 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9027616, -48.65070029999998&zoom=16",https://maximoveis.com.br/imovel/286/apartamento-2-quartos-pharol-do-porto-residence-sao-pedro-navegantes/
75,Apartamento 4 Quartos Fazenda 179m²,"Rua Lauro Muller, 1084, Fazenda - Itajaí/SC","R$ 1.490.000,00",4,1,4,2,179 M2,283 M2,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9148451, -48.6540881&zoom=16",https://maximoveis.com.br/imovel/11646/apartamento-4-quartos-farol-da-barra-fazenda-itajai/
76,Apartamento 3 Quartos Gravatá 103m²,"Avenida Prefeito Cirino Adolfo Cabral, 7391, Gravatá - Navegantes/SC","R$ 1.250.000,00",3,1,3,2,103 M2,153 M2,"['Brinquedoteca', 'Elevador', 'Elevador de Serviço', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9088271, -48.6449724&zoom=16",https://maximoveis.com.br/imovel/7693/apartamento-3-quartos-residencial-solar-vitoria-gravata-navegantes/
77,Apartamento 2 Quartos Murta 46m²,"Rua José Luiz Marcelino, 650, Murta - Itajaí/SC","R$ 240.000,00",2,,1,1,46 M2,54 M2,"['Condomínio Fechado', 'Piscina Coletiva', 'Playground', 'Quadra de Esportes', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.873929, -48.698768&zoom=16",https://maximoveis.com.br/imovel/12458/apartamento-2-quartos-marisanto-murta-itajai/
78,Apartamento 2 Quartos Cordeiros 62m²,"Rua Mário Reis, 330, Cordeiros - Itajaí/SC","R$ 360.000,00",2,1,2,1,62 M2,71 M2,[],"https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.892168, -48.6953439&zoom=16",https://maximoveis.com.br/imovel/12114/apartamento-2-quartos-residencial-netuno-cordeiros-itajai/
79,Apartamento 2 Quartos São João 64m²,"Rua Doutor Pedro Rangel, 382, São João - Itajaí/SC","R$ 550.000,00",2,1,1,1,64 M2,,"['Churrasqueira Condominial', 'Elevador', 'Espaço Gourmet', 'Estacionamento', 'Gás Central', 'Interfone', 'Piscina Coletiva', 'Playground', 'Portaria', 'Porteiro Eletrônico', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9006924, -48.6817544&zoom=16",https://maximoveis.com.br/imovel/12756/apartamento-2-quartos-residencial-alameda-jobim-sao-joao-itajai/
80,Apartamento 2 Quartos São Vicente 58m²,"Rua Pedro Cristiano De Miranda, 1013, São Vicente - Itajaí/SC","R$ 450.000,00",2,,1,1,58 M2,87 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Playground', 'Sala Fitness', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9069368, -48.6944981&zoom=16",https://maximoveis.com.br/imovel/11092/apartamento-2-quartos-porto-seguro-sao-vicente-itajai/
81,Apartamento 2 Quartos Centro 62m²,"Rua Manoel Candido Couto, 100, Centro - Navegantes/SC","R$ 471.167,14",2,,1,1,62 M2,81 M2,"['Brinquedoteca', 'Churrasqueira Condominial', 'Elevador', 'Espaço Gourmet', 'Gás Central', 'Guarita', 'Interfone', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8998957, -48.6449604&zoom=16",https://maximoveis.com.br/imovel/6919/apartamento-2-quartos-smart-navegantes-centro-navegantes/
82,Apartamento 3 Quartos Centro 88m²,"Rua Erna Gaya, 623, Centro - Navegantes/SC","R$ 529.000,00",3,1,2,1,88 M2,,"['Elevador', 'Estacionamento']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8874086, -48.6524101&zoom=16",https://maximoveis.com.br/imovel/10598/apartamento-3-quartos-ibiza-residence-centro-navegantes/
83,Apartamento 2 Quartos Centro 78m²,"Rua Alberto Werner, 209, Centro - Itajaí/SC","R$ 712.000,00",2,2,3,2,78 M2,,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Piscina Coletiva', 'Playground', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9068084, -48.669074799999976&zoom=16",https://maximoveis.com.br/imovel/7738/apartamento-2-quartos-cielo-di-amalfi-centro-itajai/
84,Apartamento 3 Quartos Centro 104m²,"Avenida Joca Brandão, 111, Centro - Itajaí/SC","R$ 850.000,00",3,1,1,1,104 M2,127 M2,"['Elevador', 'Salão de Festas', 'Terraço Coletivo']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.910852, -48.655395999999996&zoom=16",https://maximoveis.com.br/imovel/4324/apartamento-3-quartos-dona-emilia-centro-itajai/
85,Apartamento 2 Quartos São João 73m²,"Rua José Pereira Liberato, 1320, São João - Itajaí/SC","R$ 496.488,75",2,1,2,1,73 M2,,"['Condomínio Fechado', 'Elevador', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Portaria 24 horas', 'Sala Fitness', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.9021362, -48.6844871&zoom=16",https://maximoveis.com.br/imovel/10048/apartamento-2-quartos-jardins-de-burle-marx-sao-joao-itajai/
86,Apartamento 2 Quartos São Judas 57m²,"Rua São Paulo, 250, São Judas - Itajaí/SC","R$ 550.000,00",2,1,1,1,57 M2,69 M2,"['Brinquedoteca', 'Elevador', 'Piscina Coletiva', 'Playground', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.910649, -48.676661999999965&zoom=16",https://maximoveis.com.br/imovel/6562/apartamento-2-quartos-saint-paul-sao-judas-itajai/
87,Apartamento 2 Quartos Fazenda 67m²,"Rua Camboriú, 309, Fazenda - Itajaí/SC","R$ 1.180.000,00",2,2,3,2,67 M2,103 M2,"['Brinquedoteca', 'Condomínio Fechado', 'Elevador', 'Espaço Gourmet', 'Interfone', 'Jardim', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Sala Fitness', 'Salão de Festas']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.910604, -48.65701100000001&zoom=16",https://maximoveis.com.br/imovel/5630/apartamento-2-quartos-la-villa-santangelo-fazenda-itajai/
88,Apartamento 2 Quartos Murta 42m²,"Rua Francisco José De Aviz, 551, Murta - Itajaí/SC","R$ 264.000,00",2,,1,1,42 M2,,"['Bicicletário', 'Churrasqueira Condominial', 'Condomínio Fechado', 'Elevador', 'Elevador de Serviço', 'Piscina Coletiva', 'Piscina Infantil', 'Playground', 'Porteiro Eletrônico', 'Salão de Festas', 'Salão de Jogos']","https://www.google.com/maps/embed/v1/place?key=AIzaSyDQYuT0z8Dx2I9npdE3gXPaHZhPmt0SzXo&q=-26.8698716, -48.6964967&zoom=16",https://maximoveis.com.br/imovel/8334/apartamento-2-quartos-homeset-residence-garden-murta-itajai/
